ticker,date,open,high,low,close,volume,adj_close
SQ,2024-10-22,75.84,77.3,75.84,76.1,3017440,76.1
SQ,2024-10-23,76.38,78.09,76.38,77.44,2435656,77.44
SQ,2024-10-24,77.57,80.7,77.57,78.58,1719911,78.58
SQ,2024-10-25,78.99,81.68,78.73,79.63,1405661,79.63
SQ,2024-10-28,79.98,81.15,79.66,80.42,1847364,80.42
SQ,2024-10-29,80.33,80.54,79.8,80.52,2629810,80.52
SQ,2024-10-30,80.93,80.93,78.34,78.42,771307,78.42
SQ,2024-10-31,79.56,81.02,79.56,80.75,1778731,80.75
SQ,2024-11-01,79.89,79.89,76.9,77.88,8609892,77.88
SQ,2024-11-04,78.01,79.39,77.94,78.95,3068334,78.95
SQ,2024-11-05,78.14,79.67,78.14,79.41,888995,79.41
SQ,2024-11-06,79.93,80.84,79.74,79.96,1617496,79.96
SQ,2024-11-07,79.24,79.7,79.06,79.4,5133550,79.4
SQ,2024-11-08,79.83,79.83,74.66,75.31,6779293,75.31
SQ,2024-11-11,75.13,75.3,74.77,75.24,2026666,75.24
SQ,2024-11-12,75.02,75.74,75.02,75.18,6253193,75.18
SQ,2024-11-13,75.75,75.94,74.93,75.23,2191898,75.23
SQ,2024-11-14,75.08,77.2,75.08,75.98,1395407,75.98
SQ,2024-11-15,75.74,75.74,74.79,74.8,2146812,74.8
SQ,2024-11-18,74.99,75.11,72.74,74.68,3022977,74.68
SQ,2024-11-19,74.31,74.31,71.94,73.48,2085842,73.48
SQ,2024-11-20,72.81,72.81,71.54,72.28,1119719,72.28
SQ,2024-11-21,72.08,74.22,72.08,73.86,5286337,73.86
SQ,2024-11-22,74.03,74.39,72.93,72.99,6490234,72.99
SQ,2024-11-25,72.1,73.22,72.1,72.97,1458305,72.97
SQ,2024-11-26,73.06,73.77,72.99,73.69,2751339,73.69
SQ,2024-11-27,73.62,74.71,73.19,73.7,976722,73.7
SQ,2024-11-28,73.93,76.02,73.93,74.99,1399542,74.99
SQ,2024-11-29,75.52,75.52,74.11,74.31,467089,74.31
SQ,2024-12-02,74.62,74.62,71.85,72.03,1796602,72.03
SQ,2024-12-03,72.32,72.32,68.29,68.87,1333604,68.87
SQ,2024-12-04,69.22,69.22,67.69,67.71,4094200,67.71
SQ,2024-12-05,67.6,67.97,66.55,67.19,3520336,67.19
SQ,2024-12-06,67.4,67.4,64.97,65.51,2412159,65.51
SQ,2024-12-09,66.02,66.02,63.19,63.39,1343573,63.39
SQ,2024-12-10,63.45,63.45,61.25,62.31,1165102,62.31
SQ,2024-12-11,62.15,64.0,62.15,63.98,2047480,63.98
SQ,2024-12-12,64.13,64.13,61.32,61.68,4227173,61.68
SQ,2024-12-13,61.38,63.98,61.38,62.92,3541312,62.92
SQ,2024-12-16,62.14,62.93,62.14,62.88,1509139,62.88
SQ,2024-12-17,62.7,66.28,62.7,65.44,1499237,65.44
SQ,2024-12-18,65.4,68.08,65.4,67.67,1643856,67.67
SQ,2024-12-19,67.17,72.97,67.17,70.34,2688249,70.34
SQ,2024-12-20,71.14,71.14,68.83,69.38,3795182,69.38
SQ,2024-12-23,69.44,69.44,68.68,68.69,7441142,68.69
SQ,2024-12-24,68.16,68.16,67.26,67.45,1838275,67.45
SQ,2024-12-25,67.21,68.67,67.21,68.64,2822123,68.64
SQ,2024-12-26,68.64,70.12,68.64,69.54,1451823,69.54
SQ,2024-12-27,69.16,72.03,69.16,70.61,6811544,70.61
SQ,2024-12-30,71.2,72.1,71.2,71.93,6926390,71.93
SQ,2024-12-31,71.97,71.97,71.26,71.46,931264,71.46
SQ,2025-01-01,71.15,71.15,70.63,70.93,3343304,70.93
SQ,2025-01-02,70.43,72.13,70.43,71.61,4113351,71.61
SQ,2025-01-03,71.08,73.04,71.08,71.63,1080012,71.63
SQ,2025-01-06,71.79,73.79,71.79,72.95,2408890,72.95
SQ,2025-01-07,72.62,72.62,70.68,71.14,8260002,71.14
SQ,2025-01-08,71.46,71.46,68.08,68.49,1724663,68.49
SQ,2025-01-09,68.19,68.69,68.19,68.67,1321015,68.67
SQ,2025-01-10,69.3,70.29,68.22,69.58,5144535,69.58
SQ,2025-01-13,70.09,72.59,70.09,72.45,2869526,72.45
SQ,2025-01-14,72.74,72.74,70.61,71.43,1367110,71.43
SQ,2025-01-15,70.8,71.25,70.18,71.14,986857,71.14
SQ,2025-01-16,71.12,71.17,70.98,71.02,4681541,71.02
SQ,2025-01-17,70.86,71.68,69.36,69.73,2356982,69.73
SQ,2025-01-20,69.82,69.82,65.76,66.31,3230774,66.31
SQ,2025-01-21,66.85,67.69,65.18,66.93,2047003,66.93
SQ,2025-01-22,67.15,67.15,64.8,65.03,2171689,65.03
SQ,2025-01-23,64.58,66.86,64.58,66.57,3469847,66.57
SQ,2025-01-24,66.26,67.6,66.26,67.19,2957164,67.19
SQ,2025-01-27,67.72,67.72,65.13,65.26,2816757,65.26
SQ,2025-01-28,65.49,65.49,62.92,64.01,1717355,64.01
SQ,2025-01-29,64.16,64.72,63.45,63.81,4834037,63.81
SQ,2025-01-30,63.65,65.92,63.65,65.41,3783190,65.41
SQ,2025-01-31,65.14,67.2,65.14,66.83,1047018,66.83
SQ,2025-02-03,66.65,69.07,66.65,68.38,3708974,68.38
SQ,2025-02-04,68.11,68.2,66.14,67.78,1109536,67.78
SQ,2025-02-05,68.2,68.79,68.06,68.16,2996085,68.16
SQ,2025-02-06,68.25,68.25,66.31,67.1,4296350,67.1
SQ,2025-02-07,66.88,67.14,66.71,66.91,1525044,66.91
SQ,2025-02-10,66.9,66.9,64.3,64.51,2686880,64.51
SQ,2025-02-11,64.61,64.61,61.55,61.76,3252916,61.76
SQ,2025-02-12,61.51,61.51,56.55,57.97,3727026,57.97
SQ,2025-02-13,57.8,57.8,56.43,56.75,2496544,56.75
SQ,2025-02-14,56.83,57.32,56.83,57.26,2125719,57.26
SQ,2025-02-17,57.14,57.14,55.48,55.91,3072389,55.91
SQ,2025-02-18,56.1,56.1,54.74,54.77,7859509,54.77
SQ,2025-02-19,54.71,55.31,54.09,54.45,2294718,54.45
SQ,2025-02-20,54.65,57.86,54.65,57.59,1038538,57.59
SQ,2025-02-21,58.37,58.37,57.14,57.35,1461795,57.35
SQ,2025-02-24,57.01,57.77,56.39,57.05,1014107,57.05
SQ,2025-02-25,56.49,57.52,56.49,57.24,3055767,57.24
SQ,2025-02-26,57.41,58.86,57.41,58.33,3337122,58.33
SQ,2025-02-27,58.72,58.72,55.77,55.86,784775,55.86
SQ,2025-02-28,56.02,56.02,54.41,54.57,2693895,54.57
SQ,2025-03-03,54.67,54.77,54.44,54.52,2236288,54.52
SQ,2025-03-04,54.65,54.65,52.05,52.97,1932111,52.97
SQ,2025-03-05,52.74,52.74,51.64,52.27,2174175,52.27
SQ,2025-03-06,51.78,54.37,51.78,54.05,6116627,54.05
SQ,2025-03-07,54.29,55.28,53.91,54.19,2824928,54.19
SQ,2025-03-10,54.21,54.21,51.71,52.69,5493905,52.69
SQ,2025-03-11,52.52,54.06,52.01,53.13,529945,53.13
SQ,2025-03-12,52.78,54.05,52.78,53.86,5965657,53.86
SQ,2025-03-13,53.82,54.9,53.82,54.7,1874320,54.7
SQ,2025-03-14,54.66,55.88,54.66,55.68,7810567,55.68
SQ,2025-03-17,55.44,56.51,55.44,56.44,1380467,56.44
SQ,2025-03-18,56.23,58.5,56.23,57.92,4409162,57.92
SQ,2025-03-19,57.44,57.44,54.67,55.45,3116958,55.45
SQ,2025-03-20,55.85,56.6,55.04,56.3,2118406,56.3
SQ,2025-03-21,56.31,56.94,56.27,56.36,2152449,56.36
SQ,2025-03-24,56.48,57.99,56.48,57.93,2613079,57.93
SQ,2025-03-25,58.16,58.16,56.49,56.95,2190214,56.95
SQ,2025-03-26,56.89,58.81,56.89,58.56,2105707,58.56
SQ,2025-03-27,58.32,60.75,58.32,59.72,1815206,59.72
SQ,2025-03-28,60.3,62.5,60.3,62.49,6130110,62.49
SQ,2025-03-31,62.37,62.5,62.06,62.44,1642356,62.44
SQ,2025-04-01,62.77,63.56,62.74,63.14,4096983,63.14
SQ,2025-04-02,62.72,65.41,62.72,64.54,6344322,64.54
SQ,2025-04-03,64.74,64.74,63.42,63.51,7641114,63.51
SQ,2025-04-04,63.37,64.42,63.37,64.39,4272704,64.39
SQ,2025-04-07,64.55,64.77,63.57,63.87,2653750,63.87
SQ,2025-04-08,64.03,66.89,64.03,66.07,2986718,66.07
SQ,2025-04-09,66.27,66.27,65.29,65.43,2122075,65.43
SQ,2025-04-10,65.63,65.63,63.26,63.69,1411014,63.69
SQ,2025-04-11,63.26,64.54,63.26,64.34,2317568,64.34
SQ,2025-04-14,64.08,64.93,63.53,64.41,6535256,64.41
SQ,2025-04-15,64.73,64.75,63.61,64.63,1623743,64.63
SQ,2025-04-16,64.38,66.15,64.38,65.59,3320756,65.59
SQ,2025-04-17,65.34,66.57,65.34,65.61,939750,65.61
SQ,2025-04-18,65.59,65.59,60.53,62.29,2505854,62.29
SQ,2025-04-21,62.45,63.08,61.78,62.49,2609004,62.49
SQ,2025-04-22,62.79,63.8,62.79,63.6,1109406,63.6
SQ,2025-04-23,63.81,64.12,63.7,63.81,1018198,63.81
SQ,2025-04-24,64.32,64.84,64.17,64.51,2696940,64.51
SQ,2025-04-25,65.15,65.93,64.87,65.64,1931325,65.64
SQ,2025-04-28,65.49,65.49,63.71,64.02,4840406,64.02
SQ,2025-04-29,64.32,66.08,64.32,66.05,1995440,66.05
SQ,2025-04-30,66.57,66.84,65.84,66.05,681790,66.05
SQ,2025-05-01,65.85,65.95,65.16,65.33,2567086,65.33
SQ,2025-05-02,65.72,65.72,64.41,64.71,2016315,64.71
SQ,2025-05-05,64.31,67.75,64.31,66.55,1418033,66.55
SQ,2025-05-06,66.17,67.13,65.97,66.0,3048681,66.0
SQ,2025-05-07,64.9,64.9,63.75,64.15,1496700,64.15
SQ,2025-05-08,64.14,64.52,64.14,64.46,2736830,64.46
SQ,2025-05-09,64.14,65.95,64.14,65.27,5275538,65.27
SQ,2025-05-12,65.13,66.75,65.13,66.57,9321753,66.57
SQ,2025-05-13,66.89,66.89,59.89,60.29,2631112,60.29
SQ,2025-05-14,60.63,60.63,58.85,59.31,2812260,59.31
SQ,2025-05-15,59.26,59.26,57.42,57.95,3743813,57.95
SQ,2025-05-16,58.04,60.34,58.04,60.21,1932399,60.21
SQ,2025-05-19,60.44,62.21,60.44,62.15,1276034,62.15
SQ,2025-05-20,61.87,63.79,61.87,63.59,2748315,63.59
SQ,2025-05-21,63.54,63.75,63.4,63.54,1006231,63.54
SQ,2025-05-22,63.56,64.87,63.56,64.39,3599662,64.39
SQ,2025-05-23,64.19,64.19,61.91,62.34,3818904,62.34
SQ,2025-05-26,62.24,66.45,62.24,65.33,2620217,65.33
SQ,2025-05-27,65.15,66.07,64.84,65.29,865033,65.29
SQ,2025-05-28,65.3,65.3,63.01,63.12,3554996,63.12
SQ,2025-05-29,63.31,63.5,63.06,63.21,1057963,63.21
SQ,2025-05-30,63.19,63.5,62.19,63.09,1297957,63.09
SQ,2025-06-02,63.29,63.59,62.5,63.06,5227688,63.06
SQ,2025-06-03,63.39,63.39,61.23,62.44,6597202,62.44
SQ,2025-06-04,62.03,62.03,60.53,60.57,2187310,60.57
SQ,2025-06-05,61.09,61.09,59.7,59.88,4507540,59.88
SQ,2025-06-06,59.53,59.53,55.91,57.44,2446470,57.44
SQ,2025-06-09,56.77,58.06,56.77,57.75,1382005,57.75
SQ,2025-06-10,57.71,59.29,57.71,58.9,1104436,58.9
SQ,2025-06-11,59.31,59.78,59.31,59.73,1417000,59.73
SQ,2025-06-12,59.89,59.89,58.76,58.76,1139731,58.76
SQ,2025-06-13,59.22,59.22,57.07,57.25,1904939,57.25
SQ,2025-06-16,57.65,57.65,55.68,55.97,881509,55.97
SQ,2025-06-17,55.65,57.3,55.65,56.87,1519868,56.87
SQ,2025-06-18,56.68,56.68,55.26,55.56,2729432,55.56
SQ,2025-06-19,55.91,56.46,55.91,56.27,1751680,56.27
SQ,2025-06-20,56.02,57.42,56.02,56.86,2496724,56.86
SQ,2025-06-23,56.91,57.39,56.91,57.38,4203696,57.38
SQ,2025-06-24,57.35,57.47,56.69,57.02,3506492,57.02
SQ,2025-06-25,57.31,57.31,54.13,54.68,3357731,54.68
SQ,2025-06-26,55.08,57.0,55.08,56.92,3097949,56.92
SQ,2025-06-27,57.01,57.26,55.44,56.59,2933362,56.59
SQ,2025-06-30,56.34,58.76,56.34,57.5,2108863,57.5
SQ,2025-07-01,57.0,57.0,54.87,55.89,2280209,55.89
SQ,2025-07-02,55.9,56.47,55.76,56.22,1563527,56.22
SQ,2025-07-03,56.11,56.61,55.86,56.59,2142093,56.59
SQ,2025-07-04,56.25,57.52,56.25,57.32,1732268,57.32
SQ,2025-07-07,57.32,57.32,55.17,55.19,1503814,55.19
SQ,2025-07-08,54.98,56.88,54.98,56.62,2131349,56.62
SQ,2025-07-09,56.52,57.41,56.52,57.36,1280196,57.36
SQ,2025-07-10,56.79,56.79,54.76,55.78,3112544,55.78
SQ,2025-07-11,56.18,56.18,54.88,55.02,3443498,55.02
SQ,2025-07-14,54.79,54.9,53.98,54.44,2160737,54.44
SQ,2025-07-15,54.61,55.49,54.61,55.34,2741823,55.34
SQ,2025-07-16,55.66,55.66,54.63,55.18,1469760,55.18
SQ,2025-07-17,54.89,55.05,54.12,54.64,3087124,54.64
SQ,2025-07-18,54.68,55.77,54.68,55.75,4462757,55.75
SQ,2025-07-21,55.98,57.13,55.98,56.37,532843,56.37
SQ,2025-07-22,56.02,57.33,55.54,56.73,2102165,56.73
SQ,2025-07-23,56.8,56.8,53.73,54.23,1278671,54.23
SQ,2025-07-24,54.63,55.01,53.77,54.16,2380875,54.16
SQ,2025-07-25,54.17,54.17,51.55,52.57,2496777,52.57
SQ,2025-07-28,52.37,52.75,52.33,52.61,2022046,52.61
SQ,2025-07-29,52.71,52.8,51.92,52.01,1748945,52.01
SQ,2025-07-30,52.2,52.2,49.7,50.0,1282277,50.0
SQ,2025-07-31,50.11,52.95,50.11,52.41,6240065,52.41
SQ,2025-08-01,52.3,54.8,52.3,54.45,1401033,54.45
SQ,2025-08-04,54.4,55.92,54.4,54.78,4351434,54.78
SQ,2025-08-05,54.66,57.8,54.66,57.71,15836163,57.71
SQ,2025-08-06,57.59,57.59,57.0,57.24,10756757,57.24
SQ,2025-08-07,57.02,58.28,57.02,57.91,1732530,57.91
SQ,2025-08-08,57.68,57.68,56.01,56.56,1092996,56.56
SQ,2025-08-11,57.05,57.38,56.46,56.89,3015230,56.89
SQ,2025-08-12,57.3,58.16,57.3,58.03,2090087,58.03
SQ,2025-08-13,58.29,58.53,58.26,58.26,1828052,58.26
SQ,2025-08-14,58.3,59.58,58.17,58.56,2849815,58.56
SQ,2025-08-15,58.7,59.46,58.7,59.31,3822679,59.31
SQ,2025-08-18,59.41,59.41,57.56,58.3,1724221,58.3
SQ,2025-08-19,57.78,59.43,57.78,59.25,2039896,59.25
SQ,2025-08-20,59.53,59.53,56.93,57.15,885999,57.15
SQ,2025-08-21,57.39,58.18,57.07,57.64,3899025,57.64
SQ,2025-08-22,57.1,57.1,56.38,56.53,5351636,56.53
SQ,2025-08-25,56.06,57.16,56.06,57.07,2395342,57.07
SQ,2025-08-26,56.85,58.64,56.57,57.89,1554290,57.89
SQ,2025-08-27,57.18,59.29,57.18,58.81,876676,58.81
SQ,2025-08-28,58.23,58.23,56.41,57.56,1501522,57.56
SQ,2025-08-29,57.57,57.99,56.77,57.48,4097536,57.48
SQ,2025-09-01,57.94,58.21,56.57,57.13,333965,57.13
SQ,2025-09-02,57.07,57.07,55.85,55.86,1273425,55.86
SQ,2025-09-03,55.65,55.65,53.57,54.31,2286591,54.31
SQ,2025-09-04,54.2,54.91,54.2,54.79,2291301,54.79
SQ,2025-09-05,54.43,55.08,54.43,54.84,2633298,54.84
SQ,2025-09-08,54.46,54.54,53.76,54.45,877854,54.45
SQ,2025-09-09,54.5,54.5,52.62,52.99,9865231,52.99
SQ,2025-09-10,53.15,54.51,53.1,54.09,2071088,54.09
SQ,2025-09-11,54.31,55.74,54.31,55.13,12866100,55.13
SQ,2025-09-12,55.1,55.1,54.0,54.19,793091,54.19
SQ,2025-09-15,53.65,53.65,53.17,53.24,3811579,53.24
SQ,2025-09-16,52.86,52.86,51.71,51.74,1932130,51.74
SQ,2025-09-17,51.93,51.93,50.7,51.04,1609558,51.04
SQ,2025-09-18,50.97,50.97,49.18,49.88,2382137,49.88
SQ,2025-09-19,49.63,49.63,47.65,47.79,1117682,47.79
SQ,2025-09-22,47.56,48.57,47.56,47.81,2412279,47.81
SQ,2025-09-23,47.53,48.1,47.53,47.89,1825149,47.89
SQ,2025-09-24,47.96,47.96,46.84,46.92,7913149,46.92
SQ,2025-09-25,46.85,48.47,46.85,48.08,1971313,48.08
SQ,2025-09-26,47.87,47.95,46.88,47.39,936840,47.39
SQ,2025-09-29,47.26,47.94,47.15,47.77,1466836,47.77
SQ,2025-09-30,47.72,47.88,47.41,47.65,3786287,47.65
SQ,2025-10-01,48.0,48.51,47.51,47.88,3287643,47.88
SQ,2025-10-02,48.0,48.0,46.68,47.21,3058523,47.21
